time_s,lat,lon,alt_m
1771501121.4402008,54.7671108,-1.5680058,-0.374
1771501121.5403533,54.7671108,-1.5680058,-0.374
1771501121.6405156,54.7671108,-1.5680058,-0.374
1771501121.7406576,54.7671108,-1.5680058,-0.374
1771501121.8409,54.7671108,-1.5680058,-0.374
1771501121.9410548,54.7671108,-1.5680058,-0.374
1771501122.0412142,54.7671108,-1.5680058,-0.374
1771501122.141414,54.7671108,-1.5680058,-0.374
1771501122.2415552,54.7671108,-1.5680058,-0.374
1771501122.3417099,54.7671108,-1.5680058,-0.374
1771501122.441874,54.7671108,-1.5680058,-0.374
1771501122.542051,54.7671108,-1.5680058,-0.374
1771501122.642215,54.7671108,-1.5680058,-0.374
1771501122.7423968,54.7671108,-1.5680058,-0.374
1771501122.842643,54.7671108,-1.5680058,-0.374
1771501122.942907,54.7671108,-1.5680058,-0.374
1771501123.0431688,54.7671108,-1.5680058,-0.374
1771501123.1464446,54.7671108,-1.5680058,-0.374
1771501123.2467062,54.7671108,-1.5680058,-0.374
1771501123.3471365,54.7671108,-1.5680058,-0.374
1771501123.4474592,54.7671108,-1.5680058,-0.374
1771501123.5477765,54.7671108,-1.5680058,-0.374
1771501123.64801,54.7671108,-1.5680058,-0.374
1771501123.7482543,54.7671108,-1.5680058,-0.374
1771501123.8485594,54.7671108,-1.5680058,-0.374
1771501123.9487886,54.7671108,-1.5680058,-0.374
1771501124.0490184,54.7671108,-1.5680058,-0.374
1771501124.1492562,54.7671108,-1.5680058,-0.374
1771501124.2494755,54.7671108,-1.5680058,-0.374
1771501124.349803,54.7671108,-1.5680058,-0.374
1771501124.4500518,54.7671108,-1.5680058,-0.374
1771501124.5502954,54.7671108,-1.5680058,-0.374
1771501124.6505249,54.7671108,-1.5680058,-0.374
1771501124.7507608,54.7671108,-1.5680058,-0.374
1771501124.8509839,54.7671108,-1.5680058,-0.374
1771501124.9513044,54.7671108,-1.5680058,-0.374
1771501125.0515578,54.7671108,-1.5680058,-0.374
1771501125.1543255,54.7671108,-1.5680058,-0.374
1771501125.2545505,54.7671108,-1.5680058,-0.374
1771501125.3547802,54.7671108,-1.5680058,-0.374
1771501125.455006,54.7671108,-1.5680058,-0.374
1771501125.5553355,54.7671108,-1.5680058,-0.374
1771501125.6555607,54.7671108,-1.5680058,-0.374
1771501125.755796,54.7671108,-1.5680058,-0.374
1771501125.8560195,54.7671108,-1.5680058,-0.374
1771501125.9563015,54.7671108,-1.5680058,-0.374
1771501126.056685,54.7671108,-1.5680058,-0.374
1771501126.1569695,54.7671108,-1.5680058,-0.374
1771501126.2572072,54.7671108,-1.5680058,-0.374
1771501126.357437,54.7671108,-1.5680058,-0.374
1771501126.4576569,54.7671108,-1.5680058,-0.374
1771501126.55791,54.7671108,-1.5680058,-0.374
1771501126.6581347,54.7671108,-1.5680058,-0.374
1771501126.7584136,54.7671108,-1.5680058,-0.374
1771501126.858643,54.7671108,-1.5680058,-0.374
1771501126.958981,54.7671108,-1.5680058,-0.374
